Time(Iteration),UCB1,egreedy_0.1,LinUCB,IMFB
0,0.02040816326530612,0.023809523809523808,0.01020408163265306,0.04716981132075472
1,0.023809523809523808,0.013605442176870748,0.013605442176870748,0.027210884353741496
2,0.06462585034013606,0.023809523809523808,0.017006802721088437,0.017006802721088437
3,0.023809523809523808,0.04716981132075472,0.017006802721088437,0.030612244897959183
4,0.013605442176870748,0.017006802721088437,0.017006802721088437,0.013605442176870748
5,0.01020408163265306,0.04421768707482993,0.017006802721088437,0.023809523809523808
6,0.030612244897959183,0.030612244897959183,0.04716981132075472,0.013605442176870748
7,0.030612244897959183,0.02040816326530612,0.08490566037735849,0.013605442176870748
8,0.017006802721088437,0.05442176870748299,0.017006802721088437,0.013605442176870748
9,0.017006802721088437,0.017006802721088437,0.013605442176870748,0.013605442176870748
10,0.017006802721088437,0.013605442176870748,0.003401360544217687,0.013605442176870748
11,0.017006802721088437,0.01020408163265306,0.01020408163265306,0.02040816326530612
12,0.027210884353741496,0.017006802721088437,0.01020408163265306,0.013605442176870748
13,0.02040816326530612,0.02040816326530612,0.027210884353741496,0.013605442176870748
14,0.02040816326530612,0.003401360544217687,0.013605442176870748,0.02040816326530612
15,0.11904761904761904,0.017006802721088437,0.01020408163265306,0.013605442176870748
16,0.013605442176870748,0.01020408163265306,0.013605442176870748,0.04081632653061224
17,0.017006802721088437,0.013605442176870748,0.01020408163265306,0.034013605442176874
18,0.017006802721088437,0.017006802721088437,0.030612244897959183,0.034013605442176874
19,0.030612244897959183,0.04716981132075472,0.017006802721088437,0.023809523809523808
20,0.03741496598639456,0.01020408163265306,0.02040816326530612,0.034013605442176874
21,0.013605442176870748,0.02040816326530612,0.017006802721088437,0.02040816326530612
22,0.02040816326530612,0.01020408163265306,0.04081632653061224,0.023809523809523808
23,0.02040816326530612,0.034013605442176874,0.01020408163265306,0.006802721088435374
24,0.027210884353741496,0.017006802721088437,0.03741496598639456,0.017006802721088437
25,0.006802721088435374,0.017006802721088437,0.017006802721088437,0.03773584905660377
26,0.027210884353741496,0.023809523809523808,0.017006802721088437,0.017006802721088437
27,0.02040816326530612,0.013605442176870748,0.047619047619047616,0.02040816326530612
28,0.013605442176870748,0.013605442176870748,0.013605442176870748,0.017006802721088437
29,0.013605442176870748,0.003401360544217687,0.01020408163265306,0.017006802721088437
30,0.013605442176870748,0.02040816326530612,0.02040816326530612,0.017006802721088437
31,0.01020408163265306,0.013605442176870748,0.05442176870748299,0.013605442176870748
32,0.030612244897959183,0.017006802721088437,0.013605442176870748,0.01020408163265306
33,0.02040816326530612,0.01020408163265306,0.08163265306122448,0.01020408163265306
34,0.02040816326530612,0.017006802721088437,0.02040816326530612,0.01020408163265306
35,0.027210884353741496,0.017006802721088437,0.017006802721088437,0.023809523809523808
36,0.027210884353741496,0.017006802721088437,0.030612244897959183,0.023809523809523808
37,0.017006802721088437,0.02040816326530612,0.023809523809523808,0.023809523809523808
