Time(Iteration),UCB1,egreedy_0.1,LinUCB,IMFB
0,1923.5093369646008,1933.846541573601,1941.080253736168,1954.4355064308875
1,1938.979790615044,1928.6415210428922,1942.0164122366316,1932.7795993940965
2,1945.1529152141482,1946.2327668541766,1955.4788140068488,1920.3822363787096
3,1952.417566377676,1933.829867284551,1936.9599298909977,1918.8073213803616
4,1945.2252945183247,1939.0637230821008,1938.8569620678606,1944.1867193632497
5,1947.2121464576378,1943.0574684793971,1932.8409778040984,1941.0715925716293
6,1946.2123602045453,1942.1117357947076,1929.6864229638154,1930.7930113940513
7,1946.2541009528636,1927.6144297406806,1944.1696154460628,1936.9823562643312
8,1945.2324078528557,1931.811803683377,1941.109871712156,1943.1555339568974
9,1951.3448519407334,1964.6643335540737,1934.889467626663,1940.0771473170757
10,1946.1690488998306,1925.5795176079232,1948.3187391454767,1953.405413901788
11,1946.2622594098698,1941.000857221744,1945.2126809287624,1936.9414504944352
12,1958.5565321918166,1941.0582828525585,1942.1541459366424,1939.0705298602322
13,1949.2829460063972,1946.2542641053792,1951.407278787066,1931.702863788816
14,1955.3502563221487,1919.312261376218,1938.023736517898,1935.950594637471
15,1939.0439785994129,1945.247270634767,1953.4179873863661,1948.2961673542022
16,1950.3419962228832,1932.8243200534762,1939.066977155076,1935.8835416795023
17,1951.3008591902371,1932.8123363589064,1939.0585127495644,1933.8973136965087
18,1948.3187206667956,1947.2645167144567,1941.0301643707119,1939.0250859104867
19,1940.0834036694164,1952.330514610921,1959.5420611373954,1945.2300878370982
20,1959.4987886276597,1940.0671892757305,1948.2370505979495,1946.2660389569787
21,1949.35442688825,1941.0710045743256,1940.0383450128022,1947.2507260751986
22,1938.010122924538,1941.0992752614322,1942.1239871000562,1934.8532489949546
23,1941.0411982310839,1951.3896812393325,1937.9029358262744,1945.2330277601611
24,1953.4153964263505,1954.4502157385245,1949.3347445709244,1942.0775838730774
25,1942.0402763435332,1942.1439767242668,1931.7884937746446,1936.9741451720067
26,1956.4837716343854,1942.0745840971124,1942.088257094009,1933.7726394079177
27,1957.4461716874675,1953.3900579961369,1951.3131858787517,1944.165219985816
28,1938.0038211535223,1943.0995571508981,1937.9820674445787,1939.0222664208018
29,1953.430008995375,1931.768817191622,1956.5136294270103,1940.049451940544
30,1952.3526591587058,1949.3048138890379,1931.7300437878948,1950.3046849887578
31,1949.3402882397515,1928.6951325956445,1942.102203928782,1942.1328078493354
32,1949.3274741244059,1941.097143327247,1938.020483506375,1936.966740078225
33,1949.341101324063,1954.4330572004615,1943.1340860278465,1938.0118197959425
34,1933.871385297694,1944.0633088283207,1929.664016862571,1945.2093755171902
35,1947.1956084246574,1921.440657956099,1953.4578811635488,1944.2165246018367
36,1941.1252006095826,1949.077673471696,1931.8321036984223,1947.2790553007453
37,1956.460875902768,1944.1728510172056,1948.249074413694,1959.5763523701391
38,1945.2032679943989,1942.1048437905877,1942.7751612700222,1950.321486534131
39,1949.3435598713213,1934.8752868581914,1942.1192865842036,1940.0780979496672
40,1935.8959456807183,1949.2359049056506,1957.482816700916,1945.2399016870838
41,1943.113686429188,1937.9928049643627,1944.0712204828767,1940.0598443902359
42,1946.2349151601736,1944.2034937291314,1939.035986541364,1954.4330572004615
43,1956.5114558527691,1958.5575411525228,1929.7612056719986,1955.4932460443692
44,1947.293392002778,1952.4210921256642,1950.333704363678,1942.1584481684097
45,1935.9565231339232,1937.977953270087,1955.4564252368025,1946.2552433123606
46,1947.2523925094733,1942.1418037133383,1948.2470611166807,1943.1900585305543
47,1943.033493129478,1930.7280630187586,1946.257354658389,1927.5958658112477
48,1944.2033985383014,1942.1295482581127,1952.4236112932072,1936.8915817349382
49,1959.578510521291,1942.1244461354256,1949.2796779509138,1944.196902846792
50,1956.51723596818,1956.4571573696646,1955.3606583376247,1943.1768510527802
51,1952.3017747141507,1940.0698477902479,1943.1013374706554,1933.7924091424024
52,1946.1911833326265,1953.4427313635638,1949.3157270557513,1944.1574956103582
53,1943.1155028087903,1945.197644242006,1940.9840466165388,1946.2087164485001
