Time(Iteration),UCB1,egreedy_0.1,LinUCB,IMFB
0,4.0,2.0,0,2.0
1,0,0,0,0
2,12.0,6.0,4.0,4.0
3,6.0,0,3.0,2.0
4,0,0,4.0,4.0
5,3.0,3.0,3.0,0
6,0,10.000000000000002,0,2.0
7,0,3.0,0,4.0
8,5.0,4.0,0,3.0
9,0,3.0,0,2.0
10,6.0,4.0,3.0,3.0
11,0,3.0,3.0,3.0
12,0,4.0,5.0,5.0
13,3.0,0,3.0,0
14,2.0,0,2.0,3.0
15,3.0,4.0,0,3.0
16,9.0,2.0,5.0,0
17,0,0,5.0,3.0
18,0,4.0,3.0,2.0
19,0,3.0,0,3.0
20,4.0,0,0,0
21,0,3.0,0,0
22,3.0,5.0,4.0,4.0
23,0,5.0,0,11.0
24,3.0,0,0,2.0
25,0,5.0,0,0
26,0,2.0,4.0,4.0
27,7.0,0,4.0,3.0
28,2.0,5.0,0,0
29,0,5.0,0,5.0
30,2.0,2.0,2.0,2.0
31,4.0,0,0,0
32,0,0,0,0
33,3.0,0,3.0,0
34,3.0,0,4.0,5.0
35,0,5.0,0,2.0
36,0,4.0,2.0,11.0
37,3.0,2.0,2.0,4.0
38,5.0,0,4.0,0
39,4.0,0,2.0,4.0
40,3.0,0,8.0,0
41,0,0,3.0,14.999999999999998
42,3.0,4.0,0,0
43,3.0,3.0,6.0,0
44,6.0,0,4.0,4.0
45,2.0,4.0,3.0,4.0
46,3.0,6.0,0,4.0
47,2.0,0,7.0,0
48,3.0,4.0,5.0,2.0
49,3.0,0,0,4.0
50,0,4.0,0,0
51,0,2.0,4.0,3.0
52,2.0,3.0,4.0,2.0
53,0,4.0,3.0,0
54,2.0,2.0,0,6.0
55,0,0,0,4.0
56,4.0,2.0,3.0,3.0
57,3.0,0,0,4.0
58,4.0,3.0,4.0,0
59,2.0,3.0,0,0
60,0,0,6.0,4.0
61,0,4.0,3.0,3.0
62,0,0,0,3.0
63,0,0,0,2.0
64,5.0,0,4.0,0
65,3.0,2.0,6.0,0
66,0,0,0,0
67,0,0,4.0,5.0
68,3.0,2.0,0,5.0
69,0,0,6.0,0
70,0,3.0,8.0,9.0
71,0,17.0,2.0,3.0
72,0,0,3.0,4.0
73,0,3.0,4.0,0
74,4.0,0,0,2.0
75,0,0,0,4.0
76,3.0,0,0,5.0
77,3.0,4.0,0,0
78,0,2.0,4.0,0
79,0,4.0,4.0,0
80,0,0,0,3.0
81,10.0,4.0,0,0
82,0,0,0,0
83,2.0,0,0,3.0
84,0,0,0,0
85,0,0,2.0,0
86,2.0,3.0,0,3.0
87,0,2.0,0,0
88,0,0,0,0
89,0,2.0,0,2.0
90,0,0,0,0
91,3.0,0,0,2.0
92,0,2.0,2.0,0
93,2.0,0,0,5.0
94,2.0,0,3.0,0
95,3.0,2.0,3.0,3.0
96,4.0,2.0,3.0,0
97,3.0,4.0,0,2.0
98,3.0,0,5.0,0
99,0,2.0,3.0,3.0
100,2.0,3.0,0,0
101,0,2.0,2.0,0
102,3.0,0,0,0
103,0,8.0,2.0,3.0
104,0,6.0,3.0,0
105,0,0,0,0
106,0,9.0,0,3.0
107,0,4.0,3.0,2.0
108,0,3.0,0,0
109,0,3.0,0,5.0
110,0,4.0,0,3.0
111,0,0,0,2.0
112,0,7.0,3.0,4.0
113,2.0,0,3.0,2.0
114,0,0,0,0
115,0,4.0,7.0,0
116,3.0,5.0,8.0,2.0
117,4.0,0,5.0,4.0
118,2.0,3.0,3.0,0
119,3.0,4.0,0,0
120,3.0,0,2.0,0
121,0,3.0,2.0,0
122,0,0,2.0,0
123,0,0,0,3.0
124,0,3.0,0,2.0
125,4.0,0,2.0,6.0
126,9.0,0,2.0,2.0
127,9.0,3.0,4.0,5.0
128,3.0,4.0,3.0,4.0
129,5.0,3.0,0,0
130,0,9.0,0,3.0
131,0,8.0,5.0,0
132,3.0,4.0,0,0
133,0,8.0,4.0,2.0
134,4.0,5.0,0,0
135,2.0,0,0,0
136,5.0,2.0,4.0,7.0
137,4.0,8.0,0,3.0
138,4.0,3.0,5.0,6.0
139,0,3.0,0,0
140,3.0,0,4.0,0
141,0,2.0,0,0
142,3.0,0,0,0
143,0,0,0,3.0
144,3.0,0,6.0,0
145,3.0,3.0,2.0,0
146,0,3.0,6.0,4.0
147,0,4.0,4.0,4.0
148,3.0,2.0,0,4.0
149,0,0,3.0,0
150,3.0,0,0,4.0
151,0,0,3.0,3.0
152,0,6.0,4.0,0
153,2.0,0,0,3.0
154,0,0,3.0,2.0
155,2.0,2.0,4.0,0
156,0,4.0,0,5.0
157,2.0,5.0,0,0
158,2.0,0,0,7.0
159,3.0,3.0,0,0
160,3.0,2.0,0,4.0
161,0,2.0,2.0,3.0
162,0,5.0,0,4.0
163,0,3.0,0,0
164,4.0,2.0,3.0,0
165,2.0,2.0,0,0
166,0,0,0,0
167,0,3.0,2.0,3.0
168,5.0,0,6.0,0
169,0,0,4.0,0
170,5.0,0,0,0
171,0,0,6.0,3.0
172,3.0,2.0,0,3.0
173,0,0,4.0,0
174,3.0,6.0,5.0,4.0
175,4.0,2.0,0,0
176,7.0,3.0,7.0,2.0
177,3.0,3.0,3.0,0
178,0,0,0,0
179,2.0,4.0,2.0,4.0
180,0,5.0,0,3.0
181,3.0,3.0,4.0,0
182,0,3.0,3.0,3.0
183,4.0,2.0,5.0,3.0
184,3.0,0,0,3.0
185,4.0,3.0,0,2.0
186,4.0,2.0,2.0,0
187,4.0,0,6.0,4.0
188,4.0,0,0,0
189,3.0,0,0,0
190,4.0,0,0,6.0
191,0,2.0,3.0,2.0
192,0,4.0,2.0,5.0
193,0,0,2.0,6.0
194,0,3.0,3.0,5.0
195,7.0,0,0,4.0
196,2.0,3.0,4.0,0
197,0,2.0,0,6.0
198,0,0,0,0
199,2.0,3.0,4.0,5.0
